"project","directory","files","year","horizontal_epsg","horizontal_projection","geometry"
"FL_PalmBeachCo_2016","s3://spotable-geo-us-west-2/point-cloud/us/FL_Palm_Beach_County_LiDAR_2016_B16/FL_PalmBeachCo_2016","9222","2016","EPSG:6438","NAD83(2011) / Florida East (ftUS)","SRID=4326;MULTIPOLYGON (((-80.34715459 26.32677027, -80.34711601 26.33364793, -80.29368748 26.33339461, -80.29360397 26.34714975, -80.27833700 26.34707367, -80.27837967 26.34019612, -80.25548069 26.34007899, -80.25552469 26.33320147, -80.22499474 26.33303965, -80.22504054 26.32616218, -80.10293071 26.32545009, -80.10298370 26.31857282, -80.07245878 26.31837861, -80.07240399 26.32525582, -80.06477236 26.32520623, -80.06421889 26.39397779, -80.05658277 26.39392765, -80.05602277 26.46269838, -80.04838214 26.46264769, -80.04798575 26.51078669, -80.04034196 26.51073548, -80.03999867 26.55199713, -80.03235216 26.55194541, -80.03049409 26.77200294, -80.02283292 26.77195032, -80.02271516 26.78570365, -80.03037725 26.78575631, -80.03031880 26.79263298, -80.02265625 26.79258031, -80.02259731 26.79945696, -80.03026032 26.79950965, -80.02996765 26.83389287, -80.03763300 26.83394522, -80.03740033 26.86145174, -80.04506755 26.86150374, -80.04483641 26.88901021, -80.05250550 26.88906186, -80.05233332 26.90969169, -80.06000383 26.90974296, -80.05977583 26.93724936, -80.06744821 26.93730028, -80.06727840 26.95793006, -80.07495220 26.95798060, -80.07483982 26.97173378, -80.14391334 26.97217015, -80.14401733 26.95841671, -80.61983377 26.96050205, -80.62008724 26.88485088, -80.62775695 26.88487129, -80.62777948 26.87799386, -80.63544873 26.87801386, -80.63549284 26.86425897, -80.64316117 26.86427854, -80.64318275 26.85740108, -80.65085062 26.85742022, -80.65089283 26.84366527, -80.65855979 26.84368399, -80.65858041 26.83680650, -80.66624691 26.83682479, -80.66626707 26.82994729, -80.67393312 26.82996516, -80.67395281 26.82308765, -80.68928399 26.82312214, -80.68930275 26.81624461, -80.69696789 26.81626123, -80.69698617 26.80938369, -80.70465086 26.80939988, -80.70475766 26.76813446, -80.69709575 26.76811829, -80.69711399 26.76124071, -80.70477544 26.76125687, -80.70479322 26.75437927, -80.71245421 26.75439501, -80.71243690 26.76127262, -80.72009837 26.76128796, -80.72004778 26.78192074, -80.74303636 26.78196431, -80.74306732 26.76820909, -80.75072927 26.76822278, -80.75077429 26.74758990, -80.75843486 26.74760316, -80.75844939 26.74072551, -80.76610951 26.74073835, -80.76612357 26.73386070, -80.78144290 26.73388513, -80.78146918 26.72012978, -80.78912792 26.72014137, -80.78911525 26.72701905, -80.79677446 26.72703023, -80.79675002 26.74078557, -80.81207030 26.74080670, -80.81208160 26.73392903, -80.81974129 26.73393897, -80.81976296 26.72018359, -80.83508050 26.72020222, -80.83507059 26.72707992, -80.84272983 26.72708861, -80.84272037 26.73396631, -80.85038007 26.73397459, -80.85037107 26.74085228, -80.85803123 26.74086016, -80.85802269 26.74773784, -80.86568332 26.74774530, -80.86567524 26.75462298, -80.88865852 26.75464290, -80.88903665 26.36260422, -80.88140157 26.36259810, -80.88141560 26.34884197, -80.88904978 26.34884808, -80.88906945 26.32821383, -80.34715459 26.32677027)))"
"FL_Panhandle_B1_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Panhandle_2018_B18/FL_Panhandle_B1_2018","2821","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-83.36823998 29.78930573, -83.37849773 29.79050007, -83.38260770 29.76369056, -83.37235321 29.76249653, -83.37372369 29.75355973, -83.39423080 29.75594661, -83.39970110 29.72019656, -83.38945174 29.71900402, -83.39218729 29.70112800, -83.40243448 29.70232033, -83.41199203 29.63974717, -83.37103543 29.63497495, -83.36966661 29.64391416, -83.31847208 29.63792662, -83.31572273 29.65580340, -83.30548254 29.65460278, -83.29308601 29.73503734, -83.28283636 29.73383481, -83.28007614 29.75170673, -83.26982462 29.75050303, -83.26153027 29.80411333, -83.25127253 29.80290803, -83.24296091 29.85651050, -83.25322518 29.85771644, -83.24906859 29.88451530, -83.33121963 29.89413047, -83.33259674 29.88519687, -83.35313530 29.88759076, -83.36823998 29.78930573)), ((-86.83441443 30.75133852, -86.83340602 30.76029336, -86.73960656 30.75245561, -86.73858775 30.76140956, -86.62395611 30.75172102, -86.62292462 30.76067392, -86.50830790 30.75086550, -86.50726375 30.75981733, -86.40307946 30.75079655, -86.40202376 30.75974738, -86.28743535 30.74971008, -86.28636699 30.75865982, -86.18220900 30.74943099, -86.18112911 30.75837971, -86.13946801 30.75466033, -86.13729849 30.77255657, -86.10604838 30.76975620, -86.09951377 30.82343918, -86.08909077 30.82250324, -86.08799970 30.83144971, -86.07757580 30.83051271, -86.07648336 30.83945891, -86.06605857 30.83852084, -86.06277642 30.86535815, -86.03149332 30.86253727, -86.03039540 30.87148243, -86.01996705 30.87054008, -86.01336764 30.92420688, -86.02380278 30.92514975, -86.01610041 30.98775374, -86.06831944 30.99245633, -86.06941483 30.98351298, -86.18430538 30.99377107, -86.18538804 30.98482661, -86.19583293 30.98575317, -86.19258764 31.01258628, -86.20303618 31.01351211, -86.20411704 31.00456783, -86.29815432 31.01285520, -86.29922472 31.00390998, -86.41417254 31.01392968, -86.41523019 31.00498337, -86.50928912 31.01309187, -86.51033631 31.00414465, -86.62531002 31.01394571, -86.62634446 31.00499741, -86.75178806 31.01555246, -86.75280861 31.00660302, -86.86781446 31.01615287, -86.86882225 31.00720237, -87.00475801 31.01833367, -87.00575076 31.00938198, -87.02666496 31.01107953, -87.03556937 30.93050529, -87.02512241 30.92965771, -87.02710105 30.91175060, -87.01665658 30.91090219, -87.01863663 30.89299455, -87.00819466 30.89214531, -87.01116650 30.86528279, -87.00072816 30.86443280, -87.00667279 30.81070356, -86.98581038 30.80900155, -86.98779472 30.79109073, -86.93565385 30.78681927, -86.93764866 30.76890853, -86.92722341 30.76805144, -86.92822161 30.75909589, -86.83441443 30.75133852)))"
"FL_Panhandle_B2_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Panhandle_2018_B18/FL_Panhandle_B2_2018","7335","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-84.61876802 30.32679104, -84.64979508 30.33001419, -84.65103613 30.32107347, -84.66137791 30.32214581, -84.65889776 30.34002725, -84.64855376 30.33895472, -84.64731217 30.34789506, -84.63696732 30.34682146, -84.63572435 30.35576152, -84.62537867 30.35468685, -84.62288970 30.37256622, -84.61254207 30.37149038, -84.61129607 30.38042968, -84.60094760 30.37935277, -84.59970021 30.38829179, -84.56865311 30.38505491, -84.56740212 30.39399345, -84.55705252 30.39291244, -84.55580015 30.40185071, -84.54544971 30.40076862, -84.54419595 30.40970661, -84.52349367 30.40753931, -84.52223742 30.41647692, -84.50153401 30.41430553, -84.50027527 30.42324275, -84.47957073 30.42106726, -84.47830949 30.43000410, -84.45760383 30.42782451, -84.45634009 30.43676097, -84.41492765 30.43238968, -84.41365918 30.44132557, -84.39295240 30.43913387, -84.39168144 30.44806937, -84.38132735 30.44697196, -84.37878237 30.46484220, -84.36842634 30.46374362, -84.35567368 30.55308277, -84.34530680 30.55198222, -84.34402889 30.56091502, -84.33366117 30.55981340, -84.33238187 30.56874592, -84.31164504 30.56653953, -84.30908114 30.58440363, -84.29871092 30.58329877, -84.29614367 30.60116193, -84.28577150 30.60005590, -84.28320090 30.61791813, -84.27282678 30.61681092, -84.26638980 30.66146281, -84.25601038 30.66035412, -84.24956077 30.70500096, -84.31187500 30.71164145, -84.31315878 30.70271184, -84.36508943 30.70821817, -84.36636734 30.69928788, -84.49101592 30.71240205, -84.49228013 30.70347039, -84.66891464 30.72180585, -84.67015954 30.71287234, -84.82606210 30.72881421, -84.82728993 30.71987908, -84.84807927 30.72198781, -84.84685369 30.73092314, -84.85724989 30.73197613, -84.85602515 30.74091137, -84.86642274 30.74196348, -84.86519886 30.75089864, -84.87559784 30.75194987, -84.87437482 30.76088494, -84.89517582 30.76298464, -84.89395477 30.77191973, -84.90435680 30.77296821, -84.90069542 30.79977268, -84.91110108 30.80082047, -84.90866108 30.81868942, -84.91906926 30.81973641, -84.91784998 30.82867072, -84.90744068 30.82762363, -84.90377786 30.85442520, -84.91419054 30.85547258, -84.91174957 30.87333960, -84.92216477 30.87438618, -84.91850469 30.90118568, -84.92892353 30.90223157, -84.92770410 30.91116448, -84.93812434 30.91220949, -84.93690576 30.92114232, -84.94732739 30.92218644, -84.94610968 30.93111919, -84.95653270 30.93216242, -84.95531585 30.94109509, -84.96574027 30.94213744, -84.96087470 30.97786676, -84.99216310 30.98098905, -84.98730681 31.01671673, -85.01861116 31.01983133, -85.01982224 31.01089938, -85.11373946 31.02018922, -85.11494011 31.01125625, -85.18799369 31.01842597, -85.18918616 31.00949217, -85.17875027 31.00847096, -85.17994360 30.99953708, -85.19037836 31.00055819, -85.19157029 30.99162404, -85.22287273 30.99468118, -85.22049538 31.01254988, -85.29355935 31.01965011, -85.29474024 31.01071520, -85.36780900 31.01776660, -85.36898171 31.00883087, -85.45249526 31.01682986, -85.45365865 31.00789322, -85.48497706 31.01087634, -85.49424782 30.93937480, -85.48381715 30.93838214, -85.48613455 30.92050521, -85.45485085 30.91752188, -85.45833522 30.89070599, -85.44791121 30.88970985, -85.45255799 30.85395324, -85.44213875 30.85295649, -85.44446287 30.83507732, -85.43404615 30.83407976, -85.43753379 30.80725996, -85.42712071 30.80626170, -85.42828387 30.79732150, -85.41787217 30.79632235, -85.42019998 30.77844160, -85.43060944 30.77944057, -85.43177184 30.77049985, -85.44218042 30.77149774, -85.45609591 30.66419405, -85.44570082 30.66319724, -85.45149378 30.61848022, -85.39955019 30.61348373, -85.40071363 30.60454024, -85.36955389 30.60153087, -85.36838709 30.61047408, -85.34761296 30.60846275, -85.34878200 30.59951972, -85.32801114 30.59750465, -85.32918217 30.58856162, -85.34995079 30.59057650, -85.35111932 30.58163310, -85.36150290 30.58263898, -85.36267005 30.57369531, -85.39381894 30.57670681, -85.40892518 30.46041904, -85.39855651 30.45941736, -85.39971787 30.45047096, -85.38935056 30.44946839, -85.39051278 30.44052190, -85.36978117 30.43851401, -85.37094537 30.42956752, -85.38130994 30.43057186, -85.38595975 30.39478367, -85.39632010 30.39578667, -85.40212109 30.35104684, -85.39176631 30.35004428, -85.39988488 30.28740135, -85.37919166 30.28539457, -85.38151342 30.26749527, -85.35048216 30.26447832, -85.35164600 30.25552866, -85.34130386 30.25452114, -85.34596113 30.21872099, -85.33562369 30.21771286, -85.33911731 30.19086104, -85.24612173 30.18174639, -85.24494746 30.19069637, -85.15196258 30.18150190, -85.15669802 30.14570411, -84.65103406 30.09427854, -84.61876802 30.32679104)))"
"FL_Panhandle_TL_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Panhandle_2018_B18/FL_Panhandle_TL_2018","47","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-86.18538804 30.98482661, -86.18430538 30.99377107, -86.06941483 30.98351298, -86.06831944 30.99245633, -86.01610041 30.98775374, -86.01389755 31.00563905, -86.09746907 31.01315275, -86.09856154 31.00420949, -86.19258764 31.01258628, -86.19583293 30.98575317, -86.18538804 30.98482661)), ((-85.18918616 31.00949217, -85.18799369 31.01842597, -85.20886851 31.02046561, -85.21005871 31.01153162, -85.22049538 31.01254988, -85.22287273 30.99468118, -85.19157029 30.99162404, -85.19037836 31.00055819, -85.17994360 30.99953708, -85.17875027 31.00847096, -85.18918616 31.00949217)))"
"FL_PeaceRiver_2014","s3://spotable-geo-us-west-2/point-cloud/us/FL_PeaceRiver_2014_C17/FL_PeaceRiver_2014","167","2014","EPSG:6442","NAD83(2011) / Florida West (ftUS)","SRID=4326;MULTIPOLYGON (((-81.97286838 27.01603158, -81.97285184 27.08480564, -81.95748495 27.08480183, -81.95747456 27.11231127, -81.94210393 27.11230577, -81.94209685 27.12606045, -81.92672434 27.12605327, -81.92671537 27.13980791, -81.89596661 27.13978849, -81.89595387 27.15354309, -81.88057762 27.15353085, -81.88054835 27.18103996, -81.86516834 27.18102602, -81.86508553 27.24979828, -81.84969608 27.24978260, -81.84965909 27.27729130, -81.83426587 27.27727391, -81.83422503 27.30478248, -81.81882803 27.30476338, -81.81876096 27.34602599, -81.80335828 27.34600516, -81.80330968 27.37351341, -81.81871617 27.37353427, -81.81869375 27.38728836, -81.83410215 27.38730753, -81.83399936 27.45607767, -81.81858140 27.45605844, -81.81855888 27.46981237, -81.80313903 27.46979143, -81.80309012 27.49729919, -81.78766645 27.49727651, -81.78764005 27.51103034, -81.77221448 27.51100594, -81.77210101 27.56602091, -81.78753426 27.56604537, -81.78724179 27.71733446, -81.77178730 27.71730985, -81.77173000 27.74481657, -81.75627164 27.74479020, -81.75621037 27.77229678, -81.77167261 27.77232319, -81.77158639 27.81358290, -81.78705449 27.81360762, -81.78689320 27.89612640, -81.80237304 27.89614946, -81.80234805 27.90990251, -81.78686625 27.90987943, -81.78681230 27.93738541, -81.80229801 27.93740852, -81.80227297 27.95116148, -81.86422382 27.95123653, -81.86425820 27.92373048, -81.83329059 27.92369649, -81.83333276 27.89619037, -81.81785289 27.89617078, -81.81799074 27.81365185, -81.80252261 27.81363060, -81.80259716 27.77237080, -81.78713488 27.77234786, -81.78718837 27.74484122, -81.80264677 27.74486413, -81.80269631 27.71735736, -81.81815084 27.71737852, -81.81842345 27.55233540, -81.80299208 27.55231439, -81.80304114 27.52480684, -81.81846866 27.52482784, -81.81849124 27.51107401, -81.83391686 27.51109328, -81.83393750 27.49733942, -81.84936122 27.49735697, -81.84937994 27.48360307, -81.86480175 27.48361890, -81.86493572 27.37358664, -81.84952919 27.37357089, -81.84960350 27.31855414, -81.86500242 27.31856986, -81.86503570 27.29106131, -81.88043084 27.29107532, -81.88046028 27.26356664, -81.89585164 27.26357894, -81.89590283 27.20856123, -81.91128663 27.20857181, -81.91131927 27.16730823, -81.94207557 27.16732430, -81.94208267 27.15356971, -81.95745895 27.15357521, -81.95746416 27.13982059, -81.97283856 27.13982441, -81.97284188 27.12606976, -81.98821440 27.12607189, -81.98821584 27.11231721, -82.00358648 27.11231766, -82.00358561 27.08480822, -82.01895249 27.08480699, -82.01894787 27.05729744, -82.00358473 27.05729867, -82.00358342 27.01603415, -81.97286838 27.01603158)))"
"FL_Peninsular_Citrus_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Citrus_2018","769","2018","EPSG:2237","NAD83 / Florida West ftUS","SRID=4326;MULTIPOLYGON (((-82.40901865 28.66580611, -82.26869619 28.66615723, -82.26880153 28.70741142, -82.25320389 28.70744151, -82.25327016 28.73494420, -82.23766841 28.73497252, -82.23769954 28.74872384, -82.22209573 28.74875038, -82.22212483 28.76250169, -82.19091307 28.76254939, -82.19101329 28.81755444, -82.20662738 28.81753144, -82.20665453 28.83128262, -82.22227065 28.83125780, -82.22229987 28.84500893, -82.23791802 28.84498229, -82.23794932 28.85873338, -82.25356950 28.85870492, -82.25360288 28.87245597, -82.26922510 28.87242567, -82.26926055 28.88617668, -82.28488480 28.88614455, -82.28495991 28.91364644, -82.30058825 28.91361247, -82.30066759 28.94111421, -82.31630003 28.94107838, -82.31642544 28.98233072, -82.33206405 28.98229301, -82.33210798 28.99604371, -82.34774863 28.99600417, -82.34779466 29.00975482, -82.37908000 29.00967022, -82.37913021 29.02342079, -82.42606416 29.02328016, -82.42612062 29.03703063, -82.44176727 29.03698008, -82.44182584 29.05073049, -82.56701402 29.05026022, -82.56693885 29.03651008, -82.59823125 29.03637435, -82.59815198 29.02262425, -82.64508394 29.02240712, -82.64516943 29.03615710, -82.72339852 29.03575856, -82.72330267 29.02200881, -82.75458970 29.02183674, -82.75448978 29.00808706, -82.77013112 29.00799834, -82.77002920 28.99424868, -82.78566840 28.99415819, -82.78556448 28.98040855, -82.75429015 28.98058761, -82.75419043 28.96683784, -82.73855522 28.96692459, -82.73816532 28.91192504, -82.72253829 28.91200978, -82.72244305 28.89825977, -82.69119292 28.89842372, -82.69110186 28.88467360, -82.73797077 28.88442509, -82.73758249 28.82942485, -82.75319711 28.82933859, -82.75309816 28.81558851, -82.76871066 28.81550049, -82.76850887 28.78800035, -82.75290047 28.78808826, -82.75270305 28.76058791, -82.72149422 28.76075814, -82.72158881 28.77450843, -82.70598225 28.77459089, -82.70570483 28.73333980, -82.72130525 28.73325748, -82.72111655 28.70575670, -82.70552020 28.70583893, -82.70542799 28.69208845, -82.40912551 28.69330853, -82.40901865 28.66580611)))"
"FL_Peninsular_FDEM_Alachua_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Alachua_2018","1130","2018","EPSG:2238","NAD83 / Florida North ftUS","SRID=4326;MULTIPOLYGON (((-82.21774439 29.43370488, -82.10782554 29.43173215, -82.10749599 29.44547793, -82.06038278 29.44460396, -82.05971043 29.47209531, -82.04400189 29.47180012, -82.04163061 29.56801984, -82.05735431 29.56831532, -82.05262839 29.76075579, -82.06838259 29.76104994, -82.06771032 29.78854147, -82.09922770 29.78912423, -82.09889578 29.80287006, -82.11465679 29.80315864, -82.11366701 29.84439620, -82.17673809 29.84553195, -82.17641670 29.85927794, -82.30258053 29.86145850, -82.30227650 29.87520478, -82.31804954 29.87546883, -82.31774761 29.88921513, -82.39662498 29.89050703, -82.39604269 29.91799995, -82.41182277 29.91825269, -82.41153369 29.93199916, -82.47466355 29.93299125, -82.47438312 29.94673784, -82.53752296 29.94769961, -82.53779465 29.93395289, -82.56936066 29.93442229, -82.56962790 29.92067549, -82.58540883 29.92090731, -82.58593874 29.89341359, -82.60171537 29.89364344, -82.60224062 29.86614961, -82.61801296 29.86637749, -82.61827330 29.85263053, -82.63404353 29.85285648, -82.63430162 29.83910947, -82.66583794 29.83955561, -82.67089764 29.56461310, -82.65517292 29.56439159, -82.65568169 29.53689742, -82.56136090 29.53552895, -82.56242957 29.48054145, -82.34247953 29.47708492, -82.34218217 29.49083130, -82.20077461 29.48841287, -82.20109144 29.47466682, -82.18538209 29.47438867, -82.18570100 29.46064267, -82.21711548 29.46119700, -82.21774439 29.43370488)))"
"FL_Peninsular_FDEM_Baker_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Baker_2018","643","2018","EPSG:2238","NAD83 / Florida North ftUS","SRID=4326;MULTIPOLYGON (((-82.05893685 30.14592616, -82.05350627 30.36584653, -82.10105840 30.36672285, -82.10072479 30.38046768, -82.13243108 30.38104242, -82.13276028 30.36729751, -82.16446253 30.36786453, -82.16413774 30.38160951, -82.17999121 30.38189019, -82.17966853 30.39563517, -82.19552428 30.39591398, -82.19295727 30.50587249, -82.20883077 30.50614969, -82.20851170 30.51989432, -82.22438750 30.52016964, -82.22311917 30.57514784, -82.36608485 30.57754089, -82.36578746 30.59128563, -82.44522684 30.59254825, -82.45463358 30.13894232, -82.42300300 30.13844526, -82.42271482 30.15219142, -82.05893685 30.14592616)))"
"FL_Peninsular_FDEM_Bradford_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Bradford_2018","286","2018","EPSG:2238","NAD83 / Florida North ftUS","SRID=4326;MULTIPOLYGON (((-82.04618532 30.02192262, -82.06198097 30.02221754, -82.05893685 30.14592616, -82.13801505 30.14737398, -82.13834269 30.13362848, -82.12252906 30.13334277, -82.12285881 30.11959729, -82.13867025 30.11988296, -82.13899772 30.10613741, -82.15480706 30.10642114, -82.15513224 30.09267552, -82.17093948 30.09295730, -82.17190792 30.05172019, -82.20350953 30.05227781, -82.20382779 30.03853198, -82.21962653 30.03880789, -82.21994251 30.02506201, -82.25153589 30.02560804, -82.25215885 29.99811606, -82.26795129 29.99838614, -82.26826045 29.98464008, -82.28405080 29.98490823, -82.28466449 29.95741598, -82.30045055 29.95768215, -82.30075509 29.94393596, -82.33232308 29.94446252, -82.33262317 29.93071624, -82.36418713 29.93123512, -82.36448276 29.91748875, -82.39604269 29.91799995, -82.39662498 29.89050703, -82.31774761 29.88921513, -82.31804954 29.87546883, -82.30227650 29.87520478, -82.30258053 29.86145850, -82.17641670 29.85927794, -82.17673809 29.84553195, -82.11366701 29.84439620, -82.11465679 29.80315864, -82.09889578 29.80287006, -82.09922770 29.78912423, -82.06771032 29.78854147, -82.06838259 29.76104994, -82.05262839 29.76075579, -82.04618532 30.02192262)))"
"FL_Peninsular_FDEM_Brevard_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Brevard_2018","1066","2018","EPSG:2236","NAD83 / Florida East ftUS","SRID=4326;MULTIPOLYGON (((-80.53951008 27.82675712, -80.53956810 27.81300427, -80.49316540 27.81284177, -80.49303762 27.84034725, -80.47756625 27.84028956, -80.47750034 27.85404222, -80.43108064 27.85385862, -80.43100883 27.86761115, -80.44648396 27.86767412, -80.44634410 27.89517918, -80.46182320 27.89524049, -80.46168705 27.92274550, -80.47717011 27.92280514, -80.47703769 27.95031011, -80.49252472 27.95036808, -80.49239604 27.97787301, -80.50788704 27.97792929, -80.50776211 28.00543418, -80.52325708 28.00548878, -80.52313592 28.03299362, -80.53863487 28.03304654, -80.53845872 28.07430368, -80.55396363 28.07435494, -80.55379304 28.11561192, -80.56930392 28.11566151, -80.56908382 28.17067055, -80.58460267 28.17071850, -80.58433661 28.23947930, -80.59986544 28.23952562, -80.59935049 28.37704541, -80.58380168 28.37699882, -80.58369424 28.40450239, -80.56814146 28.40445397, -80.56802985 28.43195737, -80.53691636 28.43185509, -80.53685647 28.44560669, -80.52129778 28.44555285, -80.52111182 28.48680740, -80.53667656 28.48686133, -80.53655641 28.51436428, -80.55212523 28.51441649, -80.55189251 28.56942217, -80.56746945 28.56947271, -80.56735690 28.59697545, -80.58293794 28.59702425, -80.58282929 28.62452693, -80.59841443 28.62457400, -80.59836207 28.63832532, -80.61394928 28.63837063, -80.61389892 28.65212195, -80.62948819 28.65216549, -80.62939145 28.67966809, -80.64498483 28.67970988, -80.64489202 28.70721242, -80.66048951 28.70725246, -80.66044510 28.72100371, -80.67604465 28.72104198, -80.67600225 28.73479322, -80.69160388 28.73482971, -80.69152308 28.76233215, -80.70712882 28.76236688, -80.70709042 28.77611808, -80.72269824 28.77615102, -80.72262546 28.80365338, -80.87874574 28.80388386, -80.87877756 28.77638124, -80.86316955 28.77636633, -80.86322332 28.73511222, -80.84762147 28.73509554, -80.84770115 28.68008971, -80.83210746 28.68007127, -80.83219506 28.62506503, -80.81660952 28.62504484, -80.81668114 28.58378990, -80.80110171 28.58376795, -80.80123086 28.51500922, -80.78566156 28.51498556, -80.78568936 28.50123374, -80.77012210 28.50120831, -80.77024115 28.44620082, -80.75468197 28.44617367, -80.75474539 28.41866979, -80.73919026 28.41864088, -80.73925761 28.39113693, -80.75480872 28.39116580, -80.75484035 28.37741376, -80.73929125 28.37738491, -80.73932486 28.36363286, -80.72377778 28.36360225, -80.72392001 28.30859385, -80.70838096 28.30856155, -80.70841845 28.29480940, -80.69288142 28.29477534, -80.69303911 28.23976654, -80.67751009 28.23973079, -80.67784002 28.12971203, -80.66232691 28.12967469, -80.66245609 28.08841726, -80.69347046 28.08849005, -80.69307846 28.22601427, -80.73965972 28.22611086, -80.73995908 28.10233869, -80.86403385 28.10251779, -80.86408581 28.06125959, -80.87958930 28.06127407, -80.87983315 27.84122603, -80.84888898 27.84119562, -80.84890803 27.82744241, -80.53951008 27.82675712), (-80.64649746 28.22590181, -80.64645213 28.23965402, -80.63092320 28.23961298, -80.63097052 28.22586080, -80.64649746 28.22590181), (-80.61470038 28.43209746, -80.63025729 28.43214061, -80.63011374 28.47339581, -80.61455079 28.47335260, -80.61470038 28.43209746), (-80.83201962 28.73507706, -80.83199762 28.74882844, -80.81639375 28.74880814, -80.81641779 28.73505678, -80.83201962 28.73507706)))"
"FL_Peninsular_FDEM_Charlotte_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Charlotte_2018","864","2018","EPSG:2237","NAD83 / Florida West ftUS","SRID=4326;MULTIPOLYGON (((-81.57450614 26.76780326, -81.57455738 26.75404827, -81.55923567 26.75400146, -81.55816684 27.02909574, -82.26469236 27.02954023, -82.26449929 26.94701151, -82.38728236 26.94672787, -82.38723537 26.93297316, -82.37188945 26.93301443, -82.37179928 26.90550488, -82.35645705 26.90554443, -82.35641387 26.89178959, -82.34107347 26.89182746, -82.34099092 26.86431765, -82.32565420 26.86435381, -82.32561482 26.85059884, -82.31027993 26.85063332, -82.31020497 26.82312326, -82.29487375 26.82315604, -82.29480260 26.79564584, -82.27947506 26.79567691, -82.27944136 26.78192175, -82.26411565 26.78195115, -82.26417936 26.80946148, -82.24884992 26.80948925, -82.24878991 26.78197889, -82.21813836 26.78202941, -82.21811208 26.76827416, -82.15681617 26.76835523, -82.15683506 26.78211053, -82.14150920 26.78212667, -82.14161176 26.86465796, -82.15694873 26.86464176, -82.15700574 26.90590701, -82.17234827 26.90588912, -82.17236916 26.91964414, -82.12633596 26.91969284, -82.12635128 26.93344786, -82.11100500 26.93346077, -82.11101847 26.94721577, -82.06497398 26.94724449, -82.06496609 26.93348947, -82.09565870 26.93347201, -82.09564710 26.91971697, -82.11099154 26.91970574, -82.11097808 26.90595068, -82.09563551 26.90596191, -82.09561235 26.87845170, -82.06493461 26.87846913, -82.06487192 26.76842715, -81.57450614 26.76780326)))"
"FL_Peninsular_FDEM_Clay_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Clay_2018","764","2018","EPSG:2236","NAD83 / Florida East ftUS","SRID=4326;MULTIPOLYGON (((-82.01164709 29.70759920, -82.01178495 29.72134649, -81.99603523 29.72146592, -81.99617104 29.73521325, -81.91741036 29.73578263, -81.91778609 29.77702537, -81.90202724 29.77713381, -81.90215051 29.79088139, -81.83910565 29.79129658, -81.83922038 29.80504436, -81.82345681 29.80514352, -81.82356947 29.81889133, -81.80780366 29.81898866, -81.80791424 29.83273649, -81.58715541 29.83390226, -81.58723583 29.84765071, -81.60300689 29.84757963, -81.60325498 29.88882469, -81.61903247 29.88875161, -81.61928758 29.92999629, -81.60350359 29.93006949, -81.60366961 29.95756587, -81.61945794 29.95749259, -81.61954321 29.97124070, -81.63533366 29.97116549, -81.63542116 29.98491353, -81.66700622 29.98475734, -81.66709814 29.99850526, -81.68289275 29.99842428, -81.68298690 30.01217213, -81.69878363 30.01208921, -81.69926630 30.08082780, -81.68345867 30.08091095, -81.68374252 30.12215389, -81.66792826 30.12223527, -81.66802081 30.13598290, -81.68383726 30.13590148, -81.68412189 30.17714407, -81.66829886 30.17722563, -81.66839167 30.19097315, -81.70004206 30.19080802, -81.70013933 30.20455542, -81.74762101 30.20429327, -81.74751715 30.19054602, -82.06399925 30.18836025, -82.05888922 29.70722987, -82.01164709 29.70759920)))"
"FL_Peninsular_FDEM_Collier_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Collier_2018","530","2018","EPSG:2236","NAD83 / Florida East ftUS","SRID=4326;MULTIPOLYGON (((-81.10998346 25.86048866, -81.11006001 25.94303066, -80.98833464 25.94307201, -80.98831283 26.16317982, -80.82062776 26.16306858, -80.82050123 26.24560687, -81.27814606 26.24544977, -81.27788482 26.13539925, -81.26264447 26.13542783, -81.26203343 25.86029385, -81.10998346 25.86048866)))"
